### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/user/repos/cacb-batchtools/eq1'
Loading required package: data.table
Loading required package: R6
Loading required package: mlr3
Loading required package: mlr3learners
Loading required package: mlr3extralearners

Attaching package: ‘mlr3extralearners’

The following objects are masked from ‘package:mlr3’:

    lrn, lrns

Loading required package: mlr3pipelines
Loading required package: mlr3tuning
Loading required package: paradox
Loading required package: compboost
[2021-08-02 13:49:07] Loading new learner LearnerClassifCWB
[2021-08-02 13:49:07] Loading new learner LearnerClassifHCWB
[2021-08-02 13:49:07] Loading new learner
[2021-08-02 13:49:07] Loading tasks
[2021-08-02 13:49:10] Loading resampling
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=91]
### [bt]: Generating problem instance for problem '189866-fold4' ...
### [bt]: Applying algorithm 'evaluate-learner' on problem '189866-fold4' for job 91 (seed = 31506) ...
DEBUG [13:49:15.953] [mlr3]  Skip subsetting of task 'Task 189866: albert (Supervised Classification)' 
DEBUG [13:49:16.047] [mlr3]  Calling train method of Learner 'bin_cwb_nb' on task 'Task 189866: albert (Supervised Classification)' with 340192 observations {learner: <LearnerClassifCWB/LearnerClassif/Learner/R6>}
   1/5000   risk = 0.69  oob_risk = 0.69   test_auc = 0.36   time = 3   val_auc = 0.36   
 125/5000   risk = 0.63  oob_risk = 0.62   test_auc = 0.29   time = 19909551   val_auc = 0.29   
 250/5000   risk = 0.63  oob_risk = 0.63   test_auc = 0.28   time = 40995689   val_auc = 0.28   
 375/5000   risk = 0.63  oob_risk = 0.63   test_auc = 0.27   time = 62635696   val_auc = 0.27   
 500/5000   risk = 0.64  oob_risk = 0.63   test_auc = 0.27   time = 84307737   val_auc = 0.27   
 625/5000   risk = 0.64  oob_risk = 0.64   test_auc = 0.27   time = 106114786   val_auc = 0.27   
 750/5000   risk = 0.64  oob_risk = 0.64   test_auc = 0.27   time = 128189914   val_auc = 0.27   
 875/5000   risk = 0.64  oob_risk = 0.64   test_auc = 0.27   time = 149789144   val_auc = 0.27   
1000/5000   risk = 0.64  oob_risk = 0.64   test_auc = 0.27   time = 170879260   val_auc = 0.27   
1125/5000   risk = 0.64  oob_risk = 0.64   test_auc = 0.27   time = 192213475   val_auc = 0.27   
1250/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 213381969   val_auc = 0.27   
1375/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 234304854   val_auc = 0.27   
1500/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 254974341   val_auc = 0.27   
1625/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 276636850   val_auc = 0.27   
1750/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 298007563   val_auc = 0.27   
1875/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 319144833   val_auc = 0.27   
2000/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 340332689   val_auc = 0.27   
2125/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 361262011   val_auc = 0.27   
2250/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 383124765   val_auc = 0.27   
2375/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 404601765   val_auc = 0.27   
2500/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 425310733   val_auc = 0.27   
2625/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 446156199   val_auc = 0.27   
2750/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 466610667   val_auc = 0.27   
2875/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 487532426   val_auc = 0.27   
3000/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.26   time = 508380000   val_auc = 0.27   
3125/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.26   time = 529395297   val_auc = 0.27   
3250/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.26   time = 549395133   val_auc = 0.27   
3375/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.26   time = 569958216   val_auc = 0.27   
3500/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.26   time = 590236672   val_auc = 0.27   
3625/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.26   time = 610741986   val_auc = 0.27   
3750/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.26   time = 630954336   val_auc = 0.27   
3875/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.26   time = 651532824   val_auc = 0.27   
4000/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.26   time = 672275969   val_auc = 0.27   
4125/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.26   time = 693533805   val_auc = 0.27   
