### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/user/repos/cacb-batchtools/eq1'
Loading required package: data.table
Loading required package: R6
Loading required package: mlr3
Loading required package: mlr3learners
Loading required package: mlr3extralearners

Attaching package: ‘mlr3extralearners’

The following objects are masked from ‘package:mlr3’:

    lrn, lrns

Loading required package: mlr3pipelines
Loading required package: mlr3tuning
Loading required package: paradox
Loading required package: compboost
[2021-08-02 01:22:10] Loading new learner LearnerClassifCWB
[2021-08-02 01:22:10] Loading new learner LearnerClassifHCWB
[2021-08-02 01:22:10] Loading new learner
[2021-08-02 01:22:10] Loading tasks
[2021-08-02 01:22:13] Loading resampling
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=51]
### [bt]: Generating problem instance for problem '168335-fold1' ...
### [bt]: Applying algorithm 'evaluate-learner' on problem '168335-fold1' for job 51 (seed = 31466) ...
DEBUG [01:22:16.423] [mlr3]  Skip subsetting of task 'Task 168335: MiniBooNE (Supervised Classification)' 
DEBUG [01:22:16.516] [mlr3]  Calling train method of Learner 'bin_cwb_nb' on task 'Task 168335: MiniBooNE (Supervised Classification)' with 104051 observations {learner: <LearnerClassifCWB/LearnerClassif/Learner/R6>}
   1/5000   risk = 0.61  oob_risk = 0.61   test_auc = 0.13   time = 8   val_auc = 0.13   
 125/5000   risk = 0.21  oob_risk = 0.23   test_auc = 0.028   time = 12822280   val_auc = 0.028   
 250/5000   risk = 0.22  oob_risk = 0.27   test_auc = 0.028   time = 25466539   val_auc = 0.028   
 375/5000   risk = 0.23  oob_risk = 0.29   test_auc = 0.027   time = 37637852   val_auc = 0.027   
 500/5000   risk = 0.24  oob_risk = 0.32   test_auc = 0.029   time = 49392298   val_auc = 0.029   
 625/5000   risk = 0.25  oob_risk = 0.35   test_auc = 0.03   time = 61181371   val_auc = 0.03   
 750/5000   risk = 0.28  oob_risk = inf   test_auc = 0.033   time = 72899413   val_auc = 0.032   
 875/5000   risk = 0.34  oob_risk = inf   test_auc = 0.039   time = 84620636   val_auc = 0.039   
1000/5000   risk = 0.45  oob_risk = inf   test_auc = 0.047   time = 96114737   val_auc = 0.046   
1125/5000   risk = 0.75  oob_risk = inf   test_auc = 0.062   time = 108304097   val_auc = 0.059   
1250/5000   risk = 0.95  oob_risk = inf   test_auc = 0.056   time = 119975041   val_auc = 0.058   
1375/5000   risk = 1.6  oob_risk = inf   test_auc = 0.074   time = 131679965   val_auc = 0.075   
1500/5000   risk = 1.8  oob_risk = inf   test_auc = 0.065   time = 143344934   val_auc = 0.061   
1625/5000   risk = 2.5  oob_risk = inf   test_auc = 0.07   time = 155037226   val_auc = 0.066   
1750/5000   risk = 3  oob_risk = inf   test_auc = 0.066   time = 166696539   val_auc = 0.065   
