### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/user/repos/cacb-batchtools/eq1'
Loading required package: data.table
Loading required package: R6
Loading required package: mlr3
Loading required package: mlr3learners
Loading required package: mlr3extralearners

Attaching package: ‘mlr3extralearners’

The following objects are masked from ‘package:mlr3’:

    lrn, lrns

Loading required package: mlr3pipelines
Loading required package: mlr3tuning
Loading required package: paradox
Loading required package: compboost
[2021-08-02 11:18:48] Loading new learner LearnerClassifCWB
[2021-08-02 11:18:48] Loading new learner LearnerClassifHCWB
[2021-08-02 11:18:48] Loading new learner
[2021-08-02 11:18:48] Loading tasks
[2021-08-02 11:18:52] Loading resampling
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=1]
### [bt]: Generating problem instance for problem 'spam-fold1' ...
### [bt]: Applying algorithm 'evaluate-learner' on problem 'spam-fold1' for job 1 (seed = 31416) ...
DEBUG [11:18:53.176] [mlr3]  Skip subsetting of task 'spam' 
DEBUG [11:18:53.258] [mlr3]  Calling train method of Learner 'bin_cwb_nb' on task 'spam' with 3680 observations {learner: <LearnerClassifCWB/LearnerClassif/Learner/R6>}
   1/5000   risk = 0.66  oob_risk = 0.65   test_auc = 0.15   time = 2   val_auc = 0.16   
 125/5000   risk = 0.19  oob_risk = 1   test_auc = 0.032   time = 1154224   val_auc = 0.034   
 250/5000   risk = 0.16  oob_risk = inf   test_auc = 0.038   time = 2324207   val_auc = 0.039   
 375/5000   risk = 0.15  oob_risk = inf   test_auc = 0.043   time = 3550812   val_auc = 0.04   
 500/5000   risk = 0.14  oob_risk = inf   test_auc = 0.046   time = 4864986   val_auc = 0.042   
 625/5000   risk = 0.13  oob_risk = inf   test_auc = 0.052   time = 6053726   val_auc = 0.043   
 750/5000   risk = 0.13  oob_risk = inf   test_auc = 0.056   time = 7299179   val_auc = 0.045   
 875/5000   risk = 0.12  oob_risk = inf   test_auc = 0.059   time = 8441553   val_auc = 0.045   
1000/5000   risk = 0.12  oob_risk = inf   test_auc = 0.061   time = 9628252   val_auc = 0.045   
1125/5000   risk = 0.11  oob_risk = inf   test_auc = 0.062   time = 10798294   val_auc = 0.045   
1250/5000   risk = 0.11  oob_risk = inf   test_auc = 0.062   time = 12149489   val_auc = 0.045   
1375/5000   risk = 0.11  oob_risk = inf   test_auc = 0.065   time = 13293207   val_auc = 0.047   
1500/5000   risk = 0.11  oob_risk = inf   test_auc = 0.066   time = 14501614   val_auc = 0.047   
1625/5000   risk = 0.1  oob_risk = inf   test_auc = 0.068   time = 15718183   val_auc = 0.047   
1750/5000   risk = 0.1  oob_risk = inf   test_auc = 0.069   time = 17010345   val_auc = 0.047   
1875/5000   risk = 0.1  oob_risk = inf   test_auc = 0.07   time = 18271075   val_auc = 0.047   
2000/5000   risk = 0.098  oob_risk = inf   test_auc = 0.071   time = 19502672   val_auc = 0.048   
2125/5000   risk = 0.097  oob_risk = inf   test_auc = 0.072   time = 20776068   val_auc = 0.048   
2250/5000   risk = 0.095  oob_risk = inf   test_auc = 0.072   time = 22003298   val_auc = 0.048   
2375/5000   risk = 0.094  oob_risk = inf   test_auc = 0.073   time = 23208939   val_auc = 0.048   
2500/5000   risk = 0.092  oob_risk = inf   test_auc = 0.073   time = 24466863   val_auc = 0.048   
2625/5000   risk = 0.091  oob_risk = inf   test_auc = 0.074   time = 25819839   val_auc = 0.048   
2750/5000   risk = 0.089  oob_risk = inf   test_auc = 0.074   time = 27115854   val_auc = 0.048   
2875/5000   risk = 0.088  oob_risk = inf   test_auc = 0.074   time = 28324349   val_auc = 0.048   
3000/5000   risk = 0.087  oob_risk = inf   test_auc = 0.074   time = 29593268   val_auc = 0.048   
3125/5000   risk = 0.086  oob_risk = inf   test_auc = 0.075   time = 30902168   val_auc = 0.049   
3250/5000   risk = 0.085  oob_risk = inf   test_auc = 0.075   time = 32194210   val_auc = 0.049   
3375/5000   risk = 0.084  oob_risk = inf   test_auc = 0.075   time = 33374882   val_auc = 0.049   
3500/5000   risk = 0.083  oob_risk = inf   test_auc = 0.075   time = 34640290   val_auc = 0.049   
3625/5000   risk = 0.082  oob_risk = inf   test_auc = 0.075   time = 35867370   val_auc = 0.049   
3750/5000   risk = 0.081  oob_risk = inf   test_auc = 0.075   time = 37073947   val_auc = 0.049   
3875/5000   risk = 0.08  oob_risk = inf   test_auc = 0.076   time = 38386109   val_auc = 0.05   
4000/5000   risk = 0.079  oob_risk = inf   test_auc = 0.076   time = 39601541   val_auc = 0.05   
4125/5000   risk = 0.078  oob_risk = inf   test_auc = 0.076   time = 40925479   val_auc = 0.05   
4250/5000   risk = 0.078  oob_risk = inf   test_auc = 0.076   time = 42224118   val_auc = 0.05   
4375/5000   risk = 0.077  oob_risk = inf   test_auc = 0.076   time = 43517200   val_auc = 0.05   
4500/5000   risk = 0.076  oob_risk = inf   test_auc = 0.076   time = 44730210   val_auc = 0.05   
4625/5000   risk = 0.075  oob_risk = inf   test_auc = 0.076   time = 46077836   val_auc = 0.05   
4750/5000   risk = 0.075  oob_risk = inf   test_auc = 0.077   time = 47292956   val_auc = 0.051   
4875/5000   risk = 0.074  oob_risk = inf   test_auc = 0.077   time = 48611653   val_auc = 0.051   
5000/5000   risk = 0.073  oob_risk = inf   test_auc = 0.077   time = 49841517   val_auc = 0.051   


Train 5000 iterations in 51 Seconds.
Final risk based on the train set: 0.073

DEBUG [11:19:47.431] [mlr3]  Learner 'bin_cwb_nb' on task 'spam' succeeded to fit a model {learner: <LearnerClassifCWB/LearnerClassif/Learner/R6>, result: <list>, messages: }

### [bt]: Job terminated successfully [batchtools job.id=1]
### [bt]: Calculation finished!
