### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/user/repos/cacb-batchtools/eq1'
Loading required package: data.table
Loading required package: R6
Loading required package: mlr3
Loading required package: mlr3learners
Loading required package: mlr3extralearners

Attaching package: ‘mlr3extralearners’

The following objects are masked from ‘package:mlr3’:

    lrn, lrns

Loading required package: mlr3pipelines
Loading required package: mlr3tuning
Loading required package: paradox
Loading required package: compboost
[2021-08-02 14:14:51] Loading new learner LearnerClassifCWB
[2021-08-02 14:14:51] Loading new learner LearnerClassifHCWB
[2021-08-02 14:14:51] Loading new learner
[2021-08-02 14:14:51] Loading tasks
[2021-08-02 14:14:54] Loading resampling
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=96]
### [bt]: Generating problem instance for problem '189866-fold5' ...
### [bt]: Applying algorithm 'evaluate-learner' on problem '189866-fold5' for job 96 (seed = 31511) ...
DEBUG [14:14:59.910] [mlr3]  Skip subsetting of task 'Task 189866: albert (Supervised Classification)' 
DEBUG [14:15:00.004] [mlr3]  Calling train method of Learner 'bin_cwb_nb' on task 'Task 189866: albert (Supervised Classification)' with 340192 observations {learner: <LearnerClassifCWB/LearnerClassif/Learner/R6>}
   1/5000   risk = 0.69  oob_risk = 0.69   test_auc = 0.36   time = 3   val_auc = 0.36   
 125/5000   risk = 0.63  oob_risk = 0.62   test_auc = 0.29   time = 19868052   val_auc = 0.29   
 250/5000   risk = 0.63  oob_risk = 0.63   test_auc = 0.28   time = 40398354   val_auc = 0.28   
 375/5000   risk = 0.63  oob_risk = 0.63   test_auc = 0.28   time = 61624500   val_auc = 0.27   
 500/5000   risk = 0.64  oob_risk = 0.63   test_auc = 0.27   time = 82687527   val_auc = 0.27   
 625/5000   risk = 0.64  oob_risk = 0.64   test_auc = 0.27   time = 103888528   val_auc = 0.27   
 750/5000   risk = 0.64  oob_risk = 0.64   test_auc = 0.27   time = 125323872   val_auc = 0.27   
 875/5000   risk = 0.64  oob_risk = 0.64   test_auc = 0.27   time = 147125763   val_auc = 0.27   
1000/5000   risk = 0.64  oob_risk = 0.64   test_auc = 0.27   time = 168518256   val_auc = 0.27   
1125/5000   risk = 0.64  oob_risk = 0.64   test_auc = 0.27   time = 189747365   val_auc = 0.27   
1250/5000   risk = 0.65  oob_risk = 0.64   test_auc = 0.27   time = 211419347   val_auc = 0.27   
1375/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 232811429   val_auc = 0.27   
1500/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 254030951   val_auc = 0.27   
1625/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 274820337   val_auc = 0.27   
1750/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 295645919   val_auc = 0.27   
1875/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 317401829   val_auc = 0.27   
2000/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 339012358   val_auc = 0.27   
2125/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 360145053   val_auc = 0.27   
2250/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 381300591   val_auc = 0.27   
2375/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 402148846   val_auc = 0.27   
2500/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 423095000   val_auc = 0.27   
2625/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 444108592   val_auc = 0.27   
2750/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 465167242   val_auc = 0.27   
2875/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 485483116   val_auc = 0.27   
3000/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.27   time = 506569772   val_auc = 0.27   
