### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/user/repos/cacb-batchtools/eq1'
Loading required package: data.table
Loading required package: R6
Loading required package: mlr3
Loading required package: mlr3learners
Loading required package: mlr3extralearners

Attaching package: ‘mlr3extralearners’

The following objects are masked from ‘package:mlr3’:

    lrn, lrns

Loading required package: mlr3pipelines
Loading required package: mlr3tuning
Loading required package: paradox
Loading required package: compboost
[2021-08-02 15:42:47] Loading new learner LearnerClassifCWB
[2021-08-02 15:42:47] Loading new learner LearnerClassifHCWB
[2021-08-02 15:42:47] Loading new learner
[2021-08-02 15:42:47] Loading tasks
[2021-08-02 15:42:51] Loading resampling
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=102]
### [bt]: Generating problem instance for problem '168908-fold1' ...
### [bt]: Applying algorithm 'evaluate-learner' on problem '168908-fold1' for job 102 (seed = 31517) ...
DEBUG [15:42:52.758] [mlr3]  Skip subsetting of task 'Task 168908: christine (Supervised Classification)' 
DEBUG [15:42:52.853] [mlr3]  Calling train method of Learner 'bin_cwb_b' on task 'Task 168908: christine (Supervised Classification)' with 4334 observations {learner: <LearnerClassifCWB/LearnerClassif/Learner/R6>}
   1/5000   risk = 0.68  oob_risk = 0.68   test_auc = 0.26   time = 4   val_auc = 0.3   
 125/5000   risk = 0.55  oob_risk = 0.57   test_auc = 0.2   time = 1819365   val_auc = 0.22   
 250/5000   risk = 0.53  oob_risk = 0.57   test_auc = 0.2   time = 3587978   val_auc = 0.21   
 375/5000   risk = 0.51  oob_risk = 0.58   test_auc = 0.2   time = 5550229   val_auc = 0.21   
 500/5000   risk = 0.49  oob_risk = 0.58   test_auc = 0.2   time = 7445555   val_auc = 0.21   
 625/5000   risk = 0.47  oob_risk = 0.58   test_auc = 0.2   time = 9261057   val_auc = 0.2   
 750/5000   risk = 0.46  oob_risk = 0.59   test_auc = 0.2   time = 11217700   val_auc = 0.2   
 875/5000   risk = 0.44  oob_risk = 0.59   test_auc = 0.2   time = 13183719   val_auc = 0.21   
1000/5000   risk = 0.43  oob_risk = 0.59   test_auc = 0.2   time = 15110192   val_auc = 0.21   
1125/5000   risk = 0.42  oob_risk = 0.6   test_auc = 0.2   time = 17144757   val_auc = 0.21   
1250/5000   risk = 0.4  oob_risk = 0.6   test_auc = 0.2   time = 19037545   val_auc = 0.21   
1375/5000   risk = 0.39  oob_risk = 0.61   test_auc = 0.2   time = 20831484   val_auc = 0.21   
1500/5000   risk = 0.38  oob_risk = 0.61   test_auc = 0.2   time = 22670827   val_auc = 0.21   
1625/5000   risk = 0.37  oob_risk = 0.61   test_auc = 0.2   time = 24596965   val_auc = 0.21   
1750/5000   risk = 0.37  oob_risk = 0.62   test_auc = 0.2   time = 26471424   val_auc = 0.21   
1875/5000   risk = 0.36  oob_risk = 0.62   test_auc = 0.21   time = 28413462   val_auc = 0.21   
2000/5000   risk = 0.35  oob_risk = 0.62   test_auc = 0.21   time = 30347382   val_auc = 0.21   
2125/5000   risk = 0.34  oob_risk = 0.63   test_auc = 0.21   time = 32157602   val_auc = 0.21   
2250/5000   risk = 0.33  oob_risk = 0.63   test_auc = 0.21   time = 34128828   val_auc = 0.21   
2375/5000   risk = 0.33  oob_risk = 0.64   test_auc = 0.21   time = 36004119   val_auc = 0.21   
2500/5000   risk = 0.32  oob_risk = 0.64   test_auc = 0.21   time = 37847711   val_auc = 0.21   
2625/5000   risk = 0.31  oob_risk = 0.64   test_auc = 0.21   time = 39775755   val_auc = 0.21   
2750/5000   risk = 0.31  oob_risk = 0.64   test_auc = 0.21   time = 41632902   val_auc = 0.21   
2875/5000   risk = 0.3  oob_risk = 0.65   test_auc = 0.21   time = 43620735   val_auc = 0.21   
3000/5000   risk = 0.29  oob_risk = 0.65   test_auc = 0.21   time = 45620620   val_auc = 0.21   
3125/5000   risk = 0.29  oob_risk = 0.65   test_auc = 0.21   time = 47627970   val_auc = 0.21   
3250/5000   risk = 0.28  oob_risk = 0.66   test_auc = 0.21   time = 49456926   val_auc = 0.21   
3375/5000   risk = 0.28  oob_risk = 0.66   test_auc = 0.21   time = 51348702   val_auc = 0.21   
