### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/user/repos/cacb-batchtools/eq1'
Loading required package: data.table
Loading required package: R6
Loading required package: mlr3
Loading required package: mlr3learners
Loading required package: mlr3extralearners

Attaching package: ‘mlr3extralearners’

The following objects are masked from ‘package:mlr3’:

    lrn, lrns

Loading required package: mlr3pipelines
Loading required package: mlr3tuning
Loading required package: paradox
Loading required package: compboost
[2021-08-02 16:43:17] Loading new learner LearnerClassifCWB
[2021-08-02 16:43:17] Loading new learner LearnerClassifHCWB
[2021-08-02 16:43:17] Loading new learner
[2021-08-02 16:43:17] Loading tasks
[2021-08-02 16:43:21] Loading resampling
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=121]
### [bt]: Generating problem instance for problem '168908-fold5' ...
### [bt]: Applying algorithm 'evaluate-learner' on problem '168908-fold5' for job 121 (seed = 31536) ...
DEBUG [16:43:22.558] [mlr3]  Skip subsetting of task 'Task 168908: christine (Supervised Classification)' 
DEBUG [16:43:22.652] [mlr3]  Calling train method of Learner 'bin_cwb_nb' on task 'Task 168908: christine (Supervised Classification)' with 4336 observations {learner: <LearnerClassifCWB/LearnerClassif/Learner/R6>}
   1/5000   risk = 0.68  oob_risk = 0.68   test_auc = 0.33   time = 2   val_auc = 0.29   
 125/5000   risk = 0.54  oob_risk = 0.59   test_auc = 0.24   time = 3125811   val_auc = 0.22   
 250/5000   risk = 0.52  oob_risk = 0.59   test_auc = 0.23   time = 6131712   val_auc = 0.21   
 375/5000   risk = 0.5  oob_risk = 0.59   test_auc = 0.23   time = 9237410   val_auc = 0.21   
 500/5000   risk = 0.49  oob_risk = 0.59   test_auc = 0.23   time = 12354453   val_auc = 0.21   
 625/5000   risk = 0.47  oob_risk = 0.59   test_auc = 0.23   time = 15354333   val_auc = 0.21   
 750/5000   risk = 0.46  oob_risk = 0.6   test_auc = 0.23   time = 18412323   val_auc = 0.21   
 875/5000   risk = 0.44  oob_risk = 0.6   test_auc = 0.23   time = 21494347   val_auc = 0.21   
1000/5000   risk = 0.43  oob_risk = 0.6   test_auc = 0.23   time = 24478609   val_auc = 0.21   
1125/5000   risk = 0.42  oob_risk = 0.6   test_auc = 0.23   time = 27526263   val_auc = 0.21   
1250/5000   risk = 0.41  oob_risk = 0.61   test_auc = 0.23   time = 30370340   val_auc = 0.21   
1375/5000   risk = 0.4  oob_risk = 0.61   test_auc = 0.23   time = 33218099   val_auc = 0.21   
1500/5000   risk = 0.39  oob_risk = 0.61   test_auc = 0.23   time = 36028592   val_auc = 0.21   
1625/5000   risk = 0.38  oob_risk = 0.62   test_auc = 0.23   time = 38932030   val_auc = 0.21   
1750/5000   risk = 0.37  oob_risk = 0.62   test_auc = 0.23   time = 41723584   val_auc = 0.21   
1875/5000   risk = 0.36  oob_risk = 0.62   test_auc = 0.23   time = 44669280   val_auc = 0.21   
2000/5000   risk = 0.36  oob_risk = 0.63   test_auc = 0.23   time = 47495584   val_auc = 0.21   
2125/5000   risk = 0.35  oob_risk = 0.63   test_auc = 0.23   time = 50295537   val_auc = 0.21   
2250/5000   risk = 0.34  oob_risk = 0.63   test_auc = 0.23   time = 53170937   val_auc = 0.21   
2375/5000   risk = 0.33  oob_risk = 0.64   test_auc = 0.23   time = 55933587   val_auc = 0.21   
