### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/user/repos/cacb-batchtools/eq1'
Loading required package: data.table
Loading required package: R6
Loading required package: mlr3
Loading required package: mlr3learners
Loading required package: mlr3extralearners

Attaching package: ‘mlr3extralearners’

The following objects are masked from ‘package:mlr3’:

    lrn, lrns

Loading required package: mlr3pipelines
Loading required package: mlr3tuning
Loading required package: paradox
Loading required package: compboost
[2021-08-02 04:37:46] Loading new learner LearnerClassifCWB
[2021-08-02 04:37:46] Loading new learner LearnerClassifHCWB
[2021-08-02 04:37:46] Loading new learner
[2021-08-02 04:37:46] Loading tasks
[2021-08-02 04:37:49] Loading resampling
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=77]
### [bt]: Generating problem instance for problem '189866-fold1' ...
### [bt]: Applying algorithm 'evaluate-learner' on problem '189866-fold1' for job 77 (seed = 31492) ...
DEBUG [04:37:55.286] [mlr3]  Skip subsetting of task 'Task 189866: albert (Supervised Classification)' 
DEBUG [04:37:55.380] [mlr3]  Calling train method of Learner 'bin_cwb_b' on task 'Task 189866: albert (Supervised Classification)' with 340192 observations {learner: <LearnerClassifCWB/LearnerClassif/Learner/R6>}
   1/5000   risk = 0.69  oob_risk = 0.69   test_auc = 0.36   time = 3   val_auc = 0.36   
 125/5000   risk = 0.69  oob_risk = 0.7   test_auc = 0.27   time = 24501342   val_auc = 0.27   
 250/5000   risk = 0.68  oob_risk = 0.69   test_auc = 0.28   time = 47387683   val_auc = 0.28   
 375/5000   risk = 0.79  oob_risk = 0.8   test_auc = 0.3   time = 69740017   val_auc = 0.3   
 500/5000   risk = 1.2  oob_risk = 1.2   test_auc = 0.34   time = 92715316   val_auc = 0.34   
 625/5000   risk = 2.3  oob_risk = 2.4   test_auc = 0.39   time = 115513997   val_auc = 0.39   
 750/5000   risk = 4.7  oob_risk = 4.8   test_auc = 0.38   time = 138122706   val_auc = 0.39   
 875/5000   risk = 7.3  oob_risk = 7.6   test_auc = 0.38   time = 161479992   val_auc = 0.38   
1000/5000   risk = 10  oob_risk = 10   test_auc = 0.39   time = 184832773   val_auc = 0.39   
1125/5000   risk = 13  oob_risk = 13   test_auc = 0.39   time = 208266118   val_auc = 0.4   
1250/5000   risk = 17  oob_risk = 17   test_auc = 0.39   time = 231945863   val_auc = 0.39   
1375/5000   risk = inf  oob_risk = inf   test_auc = 0.38   time = 255545695   val_auc = 0.38   
1500/5000   risk = inf  oob_risk = inf   test_auc = 0.38   time = 278703414   val_auc = 0.38   
1625/5000   risk = inf  oob_risk = inf   test_auc = 0.39   time = 302292267   val_auc = 0.39   
