### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/user/repos/cacb-batchtools/eq1'
Loading required package: data.table
Loading required package: R6
Loading required package: mlr3
Loading required package: mlr3learners
Loading required package: mlr3extralearners

Attaching package: ‘mlr3extralearners’

The following objects are masked from ‘package:mlr3’:

    lrn, lrns

Loading required package: mlr3pipelines
Loading required package: mlr3tuning
Loading required package: paradox
Loading required package: compboost
[2021-08-02 00:09:47] Loading new learner LearnerClassifCWB
[2021-08-02 00:09:47] Loading new learner LearnerClassifHCWB
[2021-08-02 00:09:47] Loading new learner
[2021-08-02 00:09:47] Loading tasks
[2021-08-02 00:09:50] Loading resampling
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=6]
### [bt]: Generating problem instance for problem 'spam-fold2' ...
### [bt]: Applying algorithm 'evaluate-learner' on problem 'spam-fold2' for job 6 (seed = 31421) ...
DEBUG [00:09:51.729] [mlr3]  Skip subsetting of task 'spam' 
DEBUG [00:09:51.811] [mlr3]  Calling train method of Learner 'bin_cwb_nb' on task 'spam' with 3680 observations {learner: <LearnerClassifCWB/LearnerClassif/Learner/R6>}
   1/5000   risk = 0.65  oob_risk = 0.65   test_auc = 0.2   time = 2   val_auc = 0.15   
 125/5000   risk = 0.064  oob_risk = inf   test_auc = 0.11   time = 1245568   val_auc = 0.075   
 250/5000   risk = 0.035  oob_risk = inf   test_auc = 0.1   time = 2509957   val_auc = 0.087   
 375/5000   risk = 0.025  oob_risk = inf   test_auc = 0.1   time = 3917258   val_auc = 0.11   
 500/5000   risk = 0.017  oob_risk = inf   test_auc = 0.11   time = 5239984   val_auc = 0.12   
 625/5000   risk = 0.014  oob_risk = inf   test_auc = 0.11   time = 6478434   val_auc = 0.12   
 750/5000   risk = 0.013  oob_risk = inf   test_auc = 0.12   time = 7844275   val_auc = 0.13   
 875/5000   risk = 0.014  oob_risk = inf   test_auc = 0.13   time = 9185956   val_auc = 0.13   
1000/5000   risk = 0.01  oob_risk = inf   test_auc = 0.13   time = 10500134   val_auc = 0.14   
1125/5000   risk = 0.011  oob_risk = inf   test_auc = 0.14   time = 11817854   val_auc = 0.14   
1250/5000   risk = 0.016  oob_risk = inf   test_auc = 0.15   time = 13264593   val_auc = 0.14   
1375/5000   risk = 0.018  oob_risk = inf   test_auc = 0.15   time = 14772881   val_auc = 0.15   
1500/5000   risk = 0.02  oob_risk = inf   test_auc = 0.14   time = 16475343   val_auc = 0.15   
1625/5000   risk = 0.028  oob_risk = inf   test_auc = 0.14   time = 18041339   val_auc = 0.15   
1750/5000   risk = 0.029  oob_risk = inf   test_auc = 0.14   time = 19616663   val_auc = 0.14   
1875/5000   risk = 0.046  oob_risk = inf   test_auc = 0.16   time = 21228899   val_auc = 0.15   
2000/5000   risk = 0.048  oob_risk = inf   test_auc = 0.16   time = 22795045   val_auc = 0.15   
2125/5000   risk = 0.072  oob_risk = inf   test_auc = 0.15   time = 24404846   val_auc = 0.16   
2250/5000   risk = 0.11  oob_risk = inf   test_auc = 0.15   time = 26117026   val_auc = 0.16   
2375/5000   risk = 0.13  oob_risk = inf   test_auc = 0.15   time = 27591262   val_auc = 0.16   
2500/5000   risk = 0.18  oob_risk = inf   test_auc = 0.15   time = 29104660   val_auc = 0.16   
2625/5000   risk = 0.26  oob_risk = inf   test_auc = 0.16   time = 30729993   val_auc = 0.17   
2750/5000   risk = 0.29  oob_risk = inf   test_auc = 0.15   time = 32434154   val_auc = 0.17   
2875/5000   risk = 0.33  oob_risk = inf   test_auc = 0.15   time = 34072537   val_auc = 0.16   
