### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/user/repos/cacb-batchtools/eq1'
Loading required package: data.table
Loading required package: R6
Loading required package: mlr3
Loading required package: mlr3learners
Loading required package: mlr3extralearners

Attaching package: ‘mlr3extralearners’

The following objects are masked from ‘package:mlr3’:

    lrn, lrns

Loading required package: mlr3pipelines
Loading required package: mlr3tuning
Loading required package: paradox
Loading required package: compboost
[2021-08-02 00:55:23] Loading new learner LearnerClassifCWB
[2021-08-02 00:55:23] Loading new learner LearnerClassifHCWB
[2021-08-02 00:55:23] Loading new learner
[2021-08-02 00:55:23] Loading tasks
[2021-08-02 00:55:26] Loading resampling
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=37]
### [bt]: Generating problem instance for problem '7592-fold3' ...
### [bt]: Applying algorithm 'evaluate-learner' on problem '7592-fold3' for job 37 (seed = 31452) ...
DEBUG [00:55:27.615] [mlr3]  Skip subsetting of task 'Task 7592: adult (Supervised Classification)' 
DEBUG [00:55:27.698] [mlr3]  Calling train method of Learner 'bin_cwb_b' on task 'Task 7592: adult (Supervised Classification)' with 39074 observations {learner: <LearnerClassifCWB/LearnerClassif/Learner/R6>}
Warning in checkCores(task, self$param_set$values$ncores) :
  Number of cores 30 exceeds number of features 14. The number of cores are set to 14!
   1/5000   risk = 0.53  oob_risk = 0.54   test_auc = 0.22   time = 3   val_auc = 0.22   
 125/5000   risk = 0.34  oob_risk = 0.35   test_auc = 0.088   time = 1749747   val_auc = 0.091   
 250/5000   risk = 0.36  oob_risk = 0.38   test_auc = 0.085   time = 3608848   val_auc = 0.089   
 375/5000   risk = 0.37  oob_risk = 0.39   test_auc = 0.084   time = 5508005   val_auc = 0.089   
 500/5000   risk = 0.37  oob_risk = 0.39   test_auc = 0.086   time = 7486087   val_auc = 0.09   
 625/5000   risk = 0.4  oob_risk = 0.42   test_auc = 0.093   time = 9552329   val_auc = 0.097   
 750/5000   risk = 0.46  oob_risk = 0.48   test_auc = 0.1   time = 11726030   val_auc = 0.1   
 875/5000   risk = 0.57  oob_risk = 0.61   test_auc = 0.11   time = 14078279   val_auc = 0.12   
1000/5000   risk = 0.79  oob_risk = 0.88   test_auc = 0.13   time = 16405282   val_auc = 0.13   
1125/5000   risk = 1.4  oob_risk = 1.5   test_auc = 0.17   time = 18528296   val_auc = 0.17   
1250/5000   risk = 1.9  oob_risk = 2.1   test_auc = 0.16   time = 20703010   val_auc = 0.18   
1375/5000   risk = 2.4  oob_risk = 2.5   test_auc = 0.17   time = 23015952   val_auc = 0.17   
1500/5000   risk = 3.2  oob_risk = 3.4   test_auc = 0.17   time = 25267944   val_auc = 0.17   
1625/5000   risk = 3.6  oob_risk = 3.9   test_auc = 0.17   time = 27649850   val_auc = 0.17   
1750/5000   risk = 3.8  oob_risk = 4.2   test_auc = 0.17   time = 30331509   val_auc = 0.18   
1875/5000   risk = 5.2  oob_risk = 5.3   test_auc = 0.17   time = 32774208   val_auc = 0.17   
2000/5000   risk = 5.5  oob_risk = 5.5   test_auc = 0.16   time = 35259179   val_auc = 0.16   
2125/5000   risk = 7.1  oob_risk = 7.1   test_auc = 0.18   time = 37659019   val_auc = 0.18   
2250/5000   risk = 8.7  oob_risk = 9.1   test_auc = 0.2   time = 40077678   val_auc = 0.2   
2375/5000   risk = 8.3  oob_risk = 8.9   test_auc = 0.17   time = 42356825   val_auc = 0.18   
2500/5000   risk = 8.2  oob_risk = 8.5   test_auc = 0.16   time = 44676380   val_auc = 0.17   
2625/5000   risk = 11  oob_risk = 11   test_auc = 0.17   time = 47059101   val_auc = 0.18   
2750/5000   risk = 12  oob_risk = 12   test_auc = 0.18   time = 49485048   val_auc = 0.17   
2875/5000   risk = 12  oob_risk = 13   test_auc = 0.17   time = 51985903   val_auc = 0.17   
