### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/user/repos/cacb-batchtools/eq1'
Loading required package: data.table
Loading required package: R6
Loading required package: mlr3
Loading required package: mlr3learners
Loading required package: mlr3extralearners

Attaching package: ‘mlr3extralearners’

The following objects are masked from ‘package:mlr3’:

    lrn, lrns

Loading required package: mlr3pipelines
Loading required package: mlr3tuning
Loading required package: paradox
Loading required package: compboost
[2021-08-02 17:01:52] Loading new learner LearnerClassifCWB
[2021-08-02 17:01:52] Loading new learner LearnerClassifHCWB
[2021-08-02 17:01:52] Loading new learner
[2021-08-02 17:01:52] Loading tasks
[2021-08-02 17:01:55] Loading resampling
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=132]
### [bt]: Generating problem instance for problem '9977-fold2' ...
### [bt]: Applying algorithm 'evaluate-learner' on problem '9977-fold2' for job 132 (seed = 31547) ...
DEBUG [17:01:57.117] [mlr3]  Skip subsetting of task 'Task 9977: nomao (Supervised Classification)' 
DEBUG [17:01:57.213] [mlr3]  Calling train method of Learner 'bin_cwb_b' on task 'Task 9977: nomao (Supervised Classification)' with 27572 observations {learner: <LearnerClassifCWB/LearnerClassif/Learner/R6>}
   1/5000   risk = 0.46  oob_risk = 0.45   test_auc = 0.11   time = 3   val_auc = 0.1   
 125/5000   risk = 0.14  oob_risk = 0.15   test_auc = 0.029   time = 2351732   val_auc = 0.021   
 250/5000   risk = 0.12  oob_risk = 0.13   test_auc = 0.023   time = 4974192   val_auc = 0.017   
 375/5000   risk = 0.11  oob_risk = 0.12   test_auc = 0.021   time = 7396270   val_auc = 0.015   
 500/5000   risk = 0.11  oob_risk = 0.12   test_auc = 0.02   time = 9714548   val_auc = 0.014   
 625/5000   risk = 0.11  oob_risk = 0.12   test_auc = 0.019   time = 11996741   val_auc = 0.013   
 750/5000   risk = 0.1  oob_risk = 0.11   test_auc = 0.019   time = 14367923   val_auc = 0.013   
 875/5000   risk = 0.1  oob_risk = 0.11   test_auc = 0.018   time = 16759556   val_auc = 0.012   
1000/5000   risk = 0.1  oob_risk = 0.11   test_auc = 0.018   time = 19101224   val_auc = 0.012   
1125/5000   risk = 0.1  oob_risk = 0.11   test_auc = 0.018   time = 21444610   val_auc = 0.012   
1250/5000   risk = 0.1  oob_risk = 0.11   test_auc = 0.018   time = 23993660   val_auc = 0.012   
1375/5000   risk = 0.099  oob_risk = 0.11   test_auc = 0.018   time = 26380719   val_auc = 0.011   
1500/5000   risk = 0.098  oob_risk = 0.11   test_auc = 0.018   time = 28663729   val_auc = 0.011   
1625/5000   risk = 0.098  oob_risk = 0.11   test_auc = 0.018   time = 30923600   val_auc = 0.011   
1750/5000   risk = 0.097  oob_risk = 0.11   test_auc = 0.017   time = 33165698   val_auc = 0.011   
1875/5000   risk = 0.097  oob_risk = 0.11   test_auc = 0.017   time = 35531455   val_auc = 0.011   
2000/5000   risk = 0.097  oob_risk = 0.11   test_auc = 0.017   time = 37768192   val_auc = 0.011   
2125/5000   risk = 0.096  oob_risk = 0.11   test_auc = 0.017   time = 40023041   val_auc = 0.011   
2250/5000   risk = 0.096  oob_risk = 0.11   test_auc = 0.017   time = 42348483   val_auc = 0.011   
2375/5000   risk = 0.096  oob_risk = 0.11   test_auc = 0.017   time = 44594122   val_auc = 0.011   
2500/5000   risk = 0.095  oob_risk = 0.11   test_auc = 0.017   time = 46936972   val_auc = 0.01   
2625/5000   risk = 0.095  oob_risk = 0.11   test_auc = 0.017   time = 49206703   val_auc = 0.01   
2750/5000   risk = 0.095  oob_risk = 0.11   test_auc = 0.017   time = 51565784   val_auc = 0.01   
2875/5000   risk = 0.095  oob_risk = 0.11   test_auc = 0.017   time = 53877232   val_auc = 0.01   
3000/5000   risk = 0.095  oob_risk = 0.11   test_auc = 0.017   time = 56127436   val_auc = 0.01   
3125/5000   risk = 0.094  oob_risk = 0.11   test_auc = 0.017   time = 58442301   val_auc = 0.01   
3250/5000   risk = 0.094  oob_risk = 0.11   test_auc = 0.017   time = 60842497   val_auc = 0.01   
3375/5000   risk = 0.094  oob_risk = 0.11   test_auc = 0.017   time = 63178024   val_auc = 0.01   
3500/5000   risk = 0.094  oob_risk = 0.11   test_auc = 0.017   time = 65527852   val_auc = 0.01   
3625/5000   risk = 0.094  oob_risk = 0.11   test_auc = 0.017   time = 67899831   val_auc = 0.01   
3750/5000   risk = 0.093  oob_risk = 0.11   test_auc = 0.017   time = 70180004   val_auc = 0.01   
3875/5000   risk = 0.093  oob_risk = 0.11   test_auc = 0.017   time = 72520694   val_auc = 0.0099   
4000/5000   risk = 0.093  oob_risk = 0.11   test_auc = 0.017   time = 74937967   val_auc = 0.0099   
4125/5000   risk = 0.093  oob_risk = 0.11   test_auc = 0.017   time = 77359896   val_auc = 0.0098   
4250/5000   risk = 0.093  oob_risk = 0.11   test_auc = 0.017   time = 79738113   val_auc = 0.0098   
4375/5000   risk = 0.093  oob_risk = 0.11   test_auc = 0.017   time = 82209809   val_auc = 0.0098   
4500/5000   risk = 0.093  oob_risk = 0.11   test_auc = 0.017   time = 84575879   val_auc = 0.0097   
4625/5000   risk = 0.093  oob_risk = 0.11   test_auc = 0.017   time = 87235977   val_auc = 0.0097   
4750/5000   risk = 0.092  oob_risk = 0.11   test_auc = 0.017   time = 89746651   val_auc = 0.0097   
4875/5000   risk = 0.092  oob_risk = 0.11   test_auc = 0.017   time = 92220620   val_auc = 0.0097   
5000/5000   risk = 0.092  oob_risk = 0.11   test_auc = 0.017   time = 94639943   val_auc = 0.0096   


Train 5000 iterations in 96 Seconds.
Final risk based on the train set: 0.092

DEBUG [17:03:37.924] [mlr3]  Learner 'bin_cwb_b' on task 'Task 9977: nomao (Supervised Classification)' succeeded to fit a model {learner: <LearnerClassifCWB/LearnerClassif/Learner/R6>, result: <list>, messages: }

### [bt]: Job terminated successfully [batchtools job.id=132]
### [bt]: Calculation finished!
