### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/user/repos/cacb-batchtools/eq1'
Loading required package: data.table
Loading required package: R6
Loading required package: mlr3
Loading required package: mlr3learners
Loading required package: mlr3extralearners

Attaching package: ‘mlr3extralearners’

The following objects are masked from ‘package:mlr3’:

    lrn, lrns

Loading required package: mlr3pipelines
Loading required package: mlr3tuning
Loading required package: paradox
Loading required package: compboost
[2021-08-02 02:37:57] Loading new learner LearnerClassifCWB
[2021-08-02 02:37:57] Loading new learner LearnerClassifHCWB
[2021-08-02 02:37:57] Loading new learner
[2021-08-02 02:37:57] Loading tasks
[2021-08-02 02:38:01] Loading resampling
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=62]
### [bt]: Generating problem instance for problem '168335-fold3' ...
### [bt]: Applying algorithm 'evaluate-learner' on problem '168335-fold3' for job 62 (seed = 31477) ...
DEBUG [02:38:03.976] [mlr3]  Skip subsetting of task 'Task 168335: MiniBooNE (Supervised Classification)' 
DEBUG [02:38:04.068] [mlr3]  Calling train method of Learner 'bin_cwb_b' on task 'Task 168335: MiniBooNE (Supervised Classification)' with 104051 observations {learner: <LearnerClassifCWB/LearnerClassif/Learner/R6>}
   1/5000   risk = 0.61  oob_risk = 0.61   test_auc = 0.13   time = 3   val_auc = 0.13   
 125/5000   risk = 0.21  oob_risk = 0.22   test_auc = 0.029   time = 7313054   val_auc = 0.028   
 250/5000   risk = 0.22  oob_risk = 0.26   test_auc = 0.028   time = 14563631   val_auc = 0.027   
 375/5000   risk = 0.23  oob_risk = 0.27   test_auc = 0.027   time = 21605798   val_auc = 0.027   
 500/5000   risk = 0.24  oob_risk = 0.28   test_auc = 0.028   time = 28856905   val_auc = 0.028   
 625/5000   risk = 0.25  oob_risk = 0.31   test_auc = 0.03   time = 35964397   val_auc = 0.029   
 750/5000   risk = 0.28  oob_risk = 0.33   test_auc = 0.033   time = 42955371   val_auc = 0.031   
 875/5000   risk = 0.34  oob_risk = 0.42   test_auc = 0.038   time = 50086837   val_auc = 0.038   
1000/5000   risk = 0.44  oob_risk = 0.51   test_auc = 0.045   time = 57059260   val_auc = 0.045   
1125/5000   risk = 0.67  oob_risk = 0.76   test_auc = 0.054   time = 64263054   val_auc = 0.054   
1250/5000   risk = 0.99  oob_risk = 1.2   test_auc = 0.061   time = 71616479   val_auc = 0.061   
1375/5000   risk = 1.4  oob_risk = 1.5   test_auc = 0.062   time = 78746312   val_auc = 0.063   
1500/5000   risk = 1.7  oob_risk = inf   test_auc = 0.064   time = 86245503   val_auc = 0.062   
1625/5000   risk = 2.2  oob_risk = inf   test_auc = 0.065   time = 93630949   val_auc = 0.064   
