### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/user/repos/cacb-batchtools/eq1'
Loading required package: data.table
Loading required package: R6
Loading required package: mlr3
Loading required package: mlr3learners
Loading required package: mlr3extralearners

Attaching package: ‘mlr3extralearners’

The following objects are masked from ‘package:mlr3’:

    lrn, lrns

Loading required package: mlr3pipelines
Loading required package: mlr3tuning
Loading required package: paradox
Loading required package: compboost
[2021-08-02 05:55:23] Loading new learner LearnerClassifCWB
[2021-08-02 05:55:23] Loading new learner LearnerClassifHCWB
[2021-08-02 05:55:23] Loading new learner
[2021-08-02 05:55:23] Loading tasks
[2021-08-02 05:55:26] Loading resampling
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=81]
### [bt]: Generating problem instance for problem '189866-fold2' ...
### [bt]: Applying algorithm 'evaluate-learner' on problem '189866-fold2' for job 81 (seed = 31496) ...
DEBUG [05:55:32.234] [mlr3]  Skip subsetting of task 'Task 189866: albert (Supervised Classification)' 
DEBUG [05:55:32.329] [mlr3]  Calling train method of Learner 'bin_cwb_nb' on task 'Task 189866: albert (Supervised Classification)' with 340192 observations {learner: <LearnerClassifCWB/LearnerClassif/Learner/R6>}
   1/5000   risk = 0.69  oob_risk = 0.69   test_auc = 0.36   time = 3   val_auc = 0.36   
 125/5000   risk = 0.69  oob_risk = 0.7   test_auc = 0.27   time = 36267064   val_auc = 0.27   
 250/5000   risk = 0.67  oob_risk = 0.68   test_auc = 0.28   time = 71962597   val_auc = 0.27   
 375/5000   risk = 0.77  oob_risk = 0.78   test_auc = 0.3   time = 106704589   val_auc = 0.3   
 500/5000   risk = 1.2  oob_risk = 1.2   test_auc = 0.33   time = 140084989   val_auc = 0.33   
 625/5000   risk = 2.1  oob_risk = 2.1   test_auc = 0.37   time = 173005682   val_auc = 0.37   
 750/5000   risk = 4.6  oob_risk = 4.6   test_auc = 0.4   time = 206678424   val_auc = 0.41   
 875/5000   risk = 7.3  oob_risk = 7.4   test_auc = 0.39   time = 240231714   val_auc = 0.39   
1000/5000   risk = 9.1  oob_risk = 9   test_auc = 0.37   time = 274971664   val_auc = 0.37   
1125/5000   risk = 14  oob_risk = 14   test_auc = 0.39   time = 308686574   val_auc = 0.39   
1250/5000   risk = inf  oob_risk = inf   test_auc = 0.38   time = 341966871   val_auc = 0.39   
1375/5000   risk = inf  oob_risk = inf   test_auc = 0.39   time = 375995530   val_auc = 0.38   
1500/5000   risk = inf  oob_risk = inf   test_auc = 0.41   time = 411071088   val_auc = 0.41   
1625/5000   risk = inf  oob_risk = inf   test_auc = 0.38   time = 446539904   val_auc = 0.38   
1750/5000   risk = inf  oob_risk = inf   test_auc = 0.38   time = 482162953   val_auc = 0.38   
1875/5000   risk = inf  oob_risk = inf   test_auc = 0.39   time = 516517928   val_auc = 0.39   
2000/5000   risk = inf  oob_risk = inf   test_auc = 0.39   time = 552742824   val_auc = 0.39   
2125/5000   risk = inf  oob_risk = inf   test_auc = 0.37   time = 587968895   val_auc = 0.36   
2250/5000   risk = inf  oob_risk = inf   test_auc = 0.37   time = 624544888   val_auc = 0.37   
2375/5000   risk = inf  oob_risk = inf   test_auc = 0.39   time = 660244430   val_auc = 0.39   
2500/5000   risk = inf  oob_risk = inf   test_auc = 0.4   time = 694450380   val_auc = 0.4   
2625/5000   risk = inf  oob_risk = inf   test_auc = 0.4   time = 727605572   val_auc = 0.4   
2750/5000   risk = inf  oob_risk = inf   test_auc = 0.4   time = 761655525   val_auc = 0.4   
2875/5000   risk = inf  oob_risk = inf   test_auc = 0.39   time = 795639887   val_auc = 0.39   
3000/5000   risk = inf  oob_risk = inf   test_auc = 0.37   time = 831075666   val_auc = 0.37   
3125/5000   risk = inf  oob_risk = inf   test_auc = 0.37   time = 865067152   val_auc = 0.37   
3250/5000   risk = inf  oob_risk = inf   test_auc = 0.37   time = 898575278   val_auc = 0.37   
3375/5000   risk = inf  oob_risk = inf   test_auc = 0.38   time = 935210204   val_auc = 0.38   
3500/5000   risk = inf  oob_risk = inf   test_auc = 0.39   time = 970517632   val_auc = 0.38   
3625/5000   risk = inf  oob_risk = inf   test_auc = 0.39   time = 1003420725   val_auc = 0.38   
3750/5000   risk = inf  oob_risk = inf   test_auc = 0.39   time = 1037910201   val_auc = 0.38   
3875/5000   risk = inf  oob_risk = inf   test_auc = 0.39   time = 1072383044   val_auc = 0.39   
4000/5000   risk = inf  oob_risk = inf   test_auc = 0.4   time = 1105933959   val_auc = 0.4   
4125/5000   risk = inf  oob_risk = inf   test_auc = 0.41   time = 1143602025   val_auc = 0.41   
4250/5000   risk = inf  oob_risk = inf   test_auc = 0.4   time = 1181679180   val_auc = 0.4   
4375/5000   risk = inf  oob_risk = inf   test_auc = 0.39   time = 1215638550   val_auc = 0.39   
4500/5000   risk = inf  oob_risk = inf   test_auc = 0.38   time = 1249035765   val_auc = 0.38   
4625/5000   risk = inf  oob_risk = inf   test_auc = 0.37   time = 1285071924   val_auc = 0.37   
4750/5000   risk = inf  oob_risk = inf   test_auc = 0.37   time = 1321163246   val_auc = 0.36   
4875/5000   risk = inf  oob_risk = inf   test_auc = 0.37   time = 1359654127   val_auc = 0.37   
5000/5000   risk = inf  oob_risk = inf   test_auc = 0.38   time = 1398141455   val_auc = 0.37   


Train 5000 iterations in 1400 Seconds.
Final risk based on the train set: inf

DEBUG [06:19:25.453] [mlr3]  Learner 'bin_cwb_nb' on task 'Task 189866: albert (Supervised Classification)' succeeded to fit a model {learner: <LearnerClassifCWB/LearnerClassif/Learner/R6>, result: <list>, messages: }

### [bt]: Job terminated successfully [batchtools job.id=81]
### [bt]: Calculation finished!
